title,timestamp,views
South Sudanese passport,2015-12-31,3389
South Sudanese passport,2016-12-31,2743
Gus Mortson,2015-12-31,8969
Gus Mortson,2016-12-31,1825
Bristol Silents,2015-12-31,549
Bristol Silents,2016-12-31,424
"Saint Peter, Guernsey",2015-12-31,1515
"Saint Peter, Guernsey",2016-12-31,1316
Monte Beigua,2015-12-31,784
Monte Beigua,2016-12-31,696
Susie Wild,2015-12-31,524
Susie Wild,2016-12-31,308
Vlaško Polje,2015-12-31,442
Vlaško Polje,2016-12-31,395
Hiranyakeshi river,2015-12-31,1795
Hiranyakeshi river,2016-12-31,1451
Suzie Faulkner,2015-12-31,562
Suzie Faulkner,2016-12-31,463
"Wheat Basin, Montana",2015-12-31,1173
"Wheat Basin, Montana",2016-12-31,838
Blue Utopia,2015-12-31,508
Blue Utopia,2016-12-31,488
More New Arabian Nights: The Dynamiter,2015-12-31,1917
More New Arabian Nights: The Dynamiter,2016-12-31,1515
Athanase Gaudet,2015-12-31,380
Athanase Gaudet,2016-12-31,245
Max: The Curse of Brotherhood,2015-12-31,28879
Max: The Curse of Brotherhood,2016-12-31,22542
Clivina bhamoensis,2015-12-31,232
Clivina bhamoensis,2016-12-31,143
Guapiara,2015-12-31,617
Guapiara,2016-12-31,572
Sri Lankan cricket team in South Africa in 2000–01,2015-12-31,515
Sri Lankan cricket team in South Africa in 2000–01,2016-12-31,393
Proceedings of the Physical Society,2015-12-31,1172
Proceedings of the Physical Society,2016-12-31,1001
Isabel Pérez Farfante,2015-12-31,1254
Isabel Pérez Farfante,2016-12-31,917
Benedict L. Stabile,2015-12-31,547
Benedict L. Stabile,2016-12-31,565
Croatian Academy of Sciences and Arts,2015-12-31,4864
Croatian Academy of Sciences and Arts,2016-12-31,4758
Island Sports Media,2015-12-31,450
Island Sports Media,2016-12-31,305
B. R. Dionysius,2015-12-31,506
B. R. Dionysius,2016-12-31,399
Tickhill Friary,2015-12-31,813
Tickhill Friary,2016-12-31,692
South Kilvington,2015-12-31,879
South Kilvington,2016-12-31,731
Wesley Mouzon,2015-12-31,616
Wesley Mouzon,2016-12-31,535
1898 VPI football team,2015-12-31,134
1898 VPI football team,2016-12-31,511
Naungletgyi,2015-12-31,285
Naungletgyi,2016-12-31,215
San Roberto International School,2015-12-31,543
San Roberto International School,2016-12-31,844
Luke James (English singer),2015-12-31,1280
Luke James (English singer),2016-12-31,949
Kendyl Jacox,2015-12-31,1248
Kendyl Jacox,2016-12-31,969
Cobblestone,2015-12-31,58417
Cobblestone,2016-12-31,45879
Annie Ki Ayegi Baraat,2015-12-31,24140
Annie Ki Ayegi Baraat,2016-12-31,17476
Three Creek,2015-12-31,902
Three Creek,2016-12-31,619
Lake Independence (Belize House constituency),2015-12-31,544
Lake Independence (Belize House constituency),2016-12-31,359
Primal (comics),2015-12-31,5805
Primal (comics),2016-12-31,5090
Headwaters Incorporated,2015-12-31,1681
Headwaters Incorporated,2016-12-31,1213
Lee Curtis and the All-Stars,2015-12-31,2499
Lee Curtis and the All-Stars,2016-12-31,1960
Tom Brennan (civil servant),2015-12-31,86
Tom Brennan (civil servant),2016-12-31,189
Fated to Love You (2008 TV series),2015-12-31,44490
Fated to Love You (2008 TV series),2016-12-31,34292
Piracés,2015-12-31,604
Piracés,2016-12-31,513
Phil Mustard,2015-12-31,4093
Phil Mustard,2016-12-31,4632
Oja Kodar,2015-12-31,62801
Oja Kodar,2016-12-31,47291
Persiju Sijunjung,2015-12-31,695
Persiju Sijunjung,2016-12-31,593
Walloon Legion,2015-12-31,8101
Walloon Legion,2016-12-31,7780
Dante Hipolito,2015-12-31,691
Dante Hipolito,2016-12-31,768
2013–14 Wigan Athletic F.C. season,2015-12-31,6519
2013–14 Wigan Athletic F.C. season,2016-12-31,6517
Harpalus ussuriensis,2015-12-31,288
Harpalus ussuriensis,2016-12-31,191
Pieris floribunda,2015-12-31,1454
Pieris floribunda,2016-12-31,2156
2014–15 Beitar Jerusalem F.C. season,2015-12-31,1327
2014–15 Beitar Jerusalem F.C. season,2016-12-31,782
Multi-tool,2015-12-31,22278
Multi-tool,2016-12-31,16756
Huawei E5,2015-12-31,10602
Huawei E5,2016-12-31,11734
Goodyear Television Playhouse,2015-12-31,3570
Goodyear Television Playhouse,2016-12-31,2878
Early New Zealand Books,2015-12-31,1506
Early New Zealand Books,2016-12-31,1261
Grocery Manufacturers of Norway,2015-12-31,311
Grocery Manufacturers of Norway,2016-12-31,211
The American Revolution (album),2015-12-31,1523
The American Revolution (album),2016-12-31,1388
Die „kulturelle“ Sexualmoral und die moderne Nervosität,2015-12-31,464
Die „kulturelle“ Sexualmoral und die moderne Nervosität,2016-12-31,524
John Foley Horr,2015-12-31,664
John Foley Horr,2016-12-31,564
Tombs of the Nobles (Amarna),2015-12-31,2709
Tombs of the Nobles (Amarna),2016-12-31,2231
Hatfield Heath,2015-12-31,3691
Hatfield Heath,2016-12-31,3021
"Stamford Hill, Durban",2015-12-31,1411
"Stamford Hill, Durban",2016-12-31,1532
Inada Station,2015-12-31,442
Inada Station,2016-12-31,301
The Smurfette,2015-12-31,1974
The Smurfette,2016-12-31,1440
Nalaka Kolonne,2015-12-31,600
Nalaka Kolonne,2016-12-31,511
Quett Masire,2015-12-31,10455
Quett Masire,2016-12-31,6974
Kraig Kinser,2015-12-31,2322
Kraig Kinser,2016-12-31,1654
Titus Veturius Geminus Cicurinus (consul 494 BC),2015-12-31,538
Titus Veturius Geminus Cicurinus (consul 494 BC),2016-12-31,545
Ahmed Hamdy,2015-12-31,528
Ahmed Hamdy,2016-12-31,325
Scoop neck,2015-12-31,6003
Scoop neck,2016-12-31,4303
Damien Ricketson,2015-12-31,601
Damien Ricketson,2016-12-31,542
Pelham A. Barrows,2015-12-31,442
Pelham A. Barrows,2016-12-31,339
North and South Railway,2015-12-31,565
North and South Railway,2016-12-31,453
West Quantoxhead,2015-12-31,1904
West Quantoxhead,2016-12-31,1518
Photon Factory Films,2015-12-31,573
Photon Factory Films,2016-12-31,533
Nehemiah Hawkins,2015-12-31,981
Nehemiah Hawkins,2016-12-31,730
Umba sapphire,2015-12-31,1220
Umba sapphire,2016-12-31,963
The Trentonian,2015-12-31,2836
The Trentonian,2016-12-31,2367
Ankarapithecus,2015-12-31,2442
Ankarapithecus,2016-12-31,2398
Secret and special weapons in Showa Japan,2016-12-31,3619
Pygmy gerbil,2015-12-31,799
Pygmy gerbil,2016-12-31,764
1535 Päijänne,2015-12-31,672
1535 Päijänne,2016-12-31,465
Bawdsey Manor,2015-12-31,3967
Bawdsey Manor,2016-12-31,3203
Review of Economic Design,2015-12-31,639
Review of Economic Design,2016-12-31,548
Lophoceramica,2015-12-31,177
Lophoceramica,2016-12-31,112
Leeds City Region,2015-12-31,6855
Leeds City Region,2016-12-31,5450
2013–14 Xavier Musketeers men's basketball team,2015-12-31,1437
2013–14 Xavier Musketeers men's basketball team,2016-12-31,2350
Greymouth Petroleum,2015-12-31,942
Greymouth Petroleum,2016-12-31,697
Quirino Navarro,2015-12-31,1395
Quirino Navarro,2016-12-31,631
Sacahuista,2015-12-31,736
Sacahuista,2016-12-31,584
1958 Nebraska Cornhuskers football team,2015-12-31,2109
1958 Nebraska Cornhuskers football team,2016-12-31,924
Klemm Kl 151,2015-12-31,1691
Klemm Kl 151,2016-12-31,1520
Jacques Miller,2015-12-31,2866
Jacques Miller,2016-12-31,2568
Asahikawa University Junior College,2015-12-31,377
Asahikawa University Junior College,2016-12-31,462
École des Beaux-Arts,2015-12-31,33979
École des Beaux-Arts,2016-12-31,32713
Horningsham,2015-12-31,5345
Horningsham,2016-12-31,1858
1952–53 Austrian football championship,2015-12-31,881
1952–53 Austrian football championship,2016-12-31,645
"Walesby, Nottinghamshire",2015-12-31,1334
"Walesby, Nottinghamshire",2016-12-31,1041
Have Some Fun,2015-12-31,1125
Have Some Fun,2016-12-31,1188
George Dissanaike,2015-12-31,315
George Dissanaike,2016-12-31,245
"Kyrgyzstani parliamentary election, 2015",2015-12-31,19583
"Kyrgyzstani parliamentary election, 2015",2016-12-31,3459
Michael Taylor (glass artist),2015-12-31,743
Michael Taylor (glass artist),2016-12-31,781
System lifecycle,2015-12-31,17535
System lifecycle,2016-12-31,14069
Ángel Parra,2015-12-31,2040
Ángel Parra,2016-12-31,2387
Kim Byung-woo,2015-12-31,465
Kim Byung-woo,2016-12-31,737
Excuse Me Ethu Collegila,2015-12-31,1306
Excuse Me Ethu Collegila,2016-12-31,2147
Phillip Tanner,2015-12-31,6046
Phillip Tanner,2016-12-31,2584
Iraq–Lebanon relations,2015-12-31,1781
Iraq–Lebanon relations,2016-12-31,1322
Charles W. Moore Jr.,2015-12-31,1175
Charles W. Moore Jr.,2016-12-31,1116
Kevin R. Duncan,2015-12-31,918
Kevin R. Duncan,2016-12-31,4034
Canton of Sotteville-lès-Rouen-Est,2015-12-31,238
Canton of Sotteville-lès-Rouen-Est,2016-12-31,209
Star Fairies,2015-12-31,3707
Star Fairies,2016-12-31,2994
"Ginevet, Ararat",2015-12-31,415
"Ginevet, Ararat",2016-12-31,383
Computational electromagnetics,2015-12-31,18208
Computational electromagnetics,2016-12-31,15766
Valleruela de Pedraza,2015-12-31,471
Valleruela de Pedraza,2016-12-31,413
Holmdel Horn Antenna,2015-12-31,11312
Holmdel Horn Antenna,2016-12-31,8177
"Frank Taylor (footballer, born 1916)",2015-12-31,812
"Frank Taylor (footballer, born 1916)",2016-12-31,907
Avenida de Blasco Ibañez,2015-12-31,371
Avenida de Blasco Ibañez,2016-12-31,491
Aivars Lazdenieks,2015-12-31,354
Aivars Lazdenieks,2016-12-31,289
ULE - Ultra Low Energy,2015-12-31,1950
ULE - Ultra Low Energy,2016-12-31,1869
Kõlleste Parish,2015-12-31,940
Kõlleste Parish,2016-12-31,663
Climate Investment Funds,2015-12-31,4075
Climate Investment Funds,2016-12-31,4224
Shockwave (2000 yacht),2015-12-31,863
Shockwave (2000 yacht),2016-12-31,618
Staffordshire Moorlands District Council elections,2015-12-31,477
Staffordshire Moorlands District Council elections,2016-12-31,477
Schwabenhass,2015-12-31,1643
Schwabenhass,2016-12-31,1851
Li Hsi-mou,2015-12-31,436
Li Hsi-mou,2016-12-31,258
Happy Eyeballs,2015-12-31,14807
Happy Eyeballs,2016-12-31,6022
Since You've Been Gone (film),2015-12-31,13523
Since You've Been Gone (film),2016-12-31,6942
C. Tracey Stagg,2015-12-31,475
C. Tracey Stagg,2016-12-31,342
Papatoetoe Wildcats,2015-12-31,394
Papatoetoe Wildcats,2016-12-31,286
"Peski, Brest Voblast",2015-12-31,231
"Peski, Brest Voblast",2016-12-31,156
Hollywood Prevue Stakes,2015-12-31,621
Hollywood Prevue Stakes,2016-12-31,491
Karlskrona,2015-12-31,18589
Karlskrona,2016-12-31,19431
Kéraban the Inflexible,2015-12-31,2380
Kéraban the Inflexible,2016-12-31,2049
Richard Smith (umpire),2015-12-31,500
Richard Smith (umpire),2016-12-31,388
Hear the Crowd,2015-12-31,377
Hear the Crowd,2016-12-31,299
Gerace,2015-12-31,3569
Gerace,2016-12-31,2975
Yokosuka E14Y,2015-12-31,11510
Yokosuka E14Y,2016-12-31,10235
Seven Girlfriends,2015-12-31,3187
Seven Girlfriends,2016-12-31,2472
Jared Ward,2015-12-31,737
Jared Ward,2016-12-31,7967
Guy Mardel,2015-12-31,1828
Guy Mardel,2016-12-31,1503
NZR DSA class,2015-12-31,1262
NZR DSA class,2016-12-31,970
Numaligarh,2015-12-31,3949
Numaligarh,2016-12-31,3928
"Athens, Ontario",2015-12-31,3827
"Athens, Ontario",2016-12-31,2712
Gary Magness,2015-12-31,2148
Gary Magness,2016-12-31,2402
Carvico,2015-12-31,1049
Carvico,2016-12-31,854
Brocade Library Services,2015-12-31,2750
Brocade Library Services,2016-12-31,1127
Charles J. Guiteau,2015-12-31,62404
Charles J. Guiteau,2016-12-31,117313
Le Monde diplomatique,2015-12-31,15614
Le Monde diplomatique,2016-12-31,12511
André Medici,2015-12-31,820
André Medici,2016-12-31,584
Paul Helmke,2015-12-31,2256
Paul Helmke,2016-12-31,2533
"Hindu Degree College, Moradabad",2015-12-31,2109
"Hindu Degree College, Moradabad",2016-12-31,1206
Katsumi Kawano,2015-12-31,291
Katsumi Kawano,2016-12-31,182
Swami Murugesu,2015-12-31,1383
Swami Murugesu,2016-12-31,769
Antonina Nezhdanova,2015-12-31,2318
Antonina Nezhdanova,2016-12-31,2013
20Q,2015-12-31,10714
20Q,2016-12-31,7688
Nowy Dworzec,2015-12-31,429
Nowy Dworzec,2016-12-31,268
Kayoko Obata,2015-12-31,466
Kayoko Obata,2016-12-31,340
Central New Annan,2015-12-31,412
Central New Annan,2016-12-31,254
Suleiman Hafez,2015-12-31,753
Suleiman Hafez,2016-12-31,554
Dunblane railway station,2015-12-31,2552
Dunblane railway station,2016-12-31,2287
"Charles Emmanuel, Landgrave of Hesse-Rotenburg",2015-12-31,989
"Charles Emmanuel, Landgrave of Hesse-Rotenburg",2016-12-31,926
The Doll that Came Straight from Fairyland,2015-12-31,481
The Doll that Came Straight from Fairyland,2016-12-31,299
Skipton railway line,2015-12-31,952
Skipton railway line,2016-12-31,775
Farzaneh Kaboli,2015-12-31,1563
Farzaneh Kaboli,2016-12-31,1317
Jacone Puligo,2015-12-31,648
Jacone Puligo,2016-12-31,433
Las Guanábanas,2015-12-31,2988
Las Guanábanas,2016-12-31,3192
Floral formula,2015-12-31,24871
Floral formula,2016-12-31,24262
Meath (Dáil Éireann constituency),2015-12-31,1063
Meath (Dáil Éireann constituency),2016-12-31,1510
Sheephead Mountains,2015-12-31,906
Sheephead Mountains,2016-12-31,523
Jasenovo (Nova Varoš),2015-12-31,218
Jasenovo (Nova Varoš),2016-12-31,221
Mighty Spoiler,2015-12-31,1268
Mighty Spoiler,2016-12-31,1225
"Eas Mòr, Mull",2015-12-31,250
"Eas Mòr, Mull",2016-12-31,162
Chaz Dennis,2015-12-31,1395
Chaz Dennis,2016-12-31,1239
New Caledonia national futsal team,2015-12-31,1350
New Caledonia national futsal team,2016-12-31,1567
Internet privacy,2015-12-31,107508
Internet privacy,2016-12-31,93730
Nicholas Watson,2015-12-31,773
Nicholas Watson,2016-12-31,671
Fort Atkinson (Nebraska),2015-12-31,8133
Fort Atkinson (Nebraska),2016-12-31,15081
Regional Junta of the Azores,2015-12-31,266
Regional Junta of the Azores,2016-12-31,197
Ephysteris deserticolella,2015-12-31,360
Ephysteris deserticolella,2016-12-31,287
Castelo de Vila Nova de Cerveira,2015-12-31,405
Castelo de Vila Nova de Cerveira,2016-12-31,266
Jack Dunn (soccer),2015-12-31,695
Jack Dunn (soccer),2016-12-31,415
Kerala Shipping and Inland Navigation Corporation,2015-12-31,1371
Kerala Shipping and Inland Navigation Corporation,2016-12-31,965
Zarzar,2015-12-31,582
Zarzar,2016-12-31,488
Boqeh-ye Yek,2015-12-31,304
Boqeh-ye Yek,2016-12-31,241
Immendingen,2015-12-31,1664
Immendingen,2016-12-31,1460
Autumn Lights,2015-12-31,1113
Autumn Lights,2016-12-31,845
Parmelee System,2015-12-31,640
Parmelee System,2016-12-31,505
Dangemannia,2015-12-31,269
Dangemannia,2016-12-31,235
Kennewick School District,2015-12-31,1362
Kennewick School District,2016-12-31,1109
Andrew Frederick Wissemann,2015-12-31,21
Andrew Frederick Wissemann,2016-12-31,129
German Whist,2015-12-31,2692
German Whist,2016-12-31,2211
British Agent,2015-12-31,3326
British Agent,2016-12-31,2798
Ninth Fort,2015-12-31,10534
Ninth Fort,2016-12-31,8018
Omroep NTR,2015-12-31,2499
Omroep NTR,2016-12-31,2515
Spain in the Eurovision Song Contest 1984,2015-12-31,907
Spain in the Eurovision Song Contest 1984,2016-12-31,731
Antal Ruprecht,2015-12-31,326
Antal Ruprecht,2016-12-31,203
Tony Battie,2015-12-31,13820
Tony Battie,2016-12-31,19376
"Verne, Indiana",2015-12-31,547
"Verne, Indiana",2016-12-31,453
Live Arts Week,2015-12-31,1028
Live Arts Week,2016-12-31,749
Wo Liu Hang,2015-12-31,831
Wo Liu Hang,2016-12-31,662
William H. Wisener,2015-12-31,570
William H. Wisener,2016-12-31,397
Tom Huggins,2015-12-31,537
Tom Huggins,2016-12-31,433
Valérie Fourneyron,2015-12-31,1428
Valérie Fourneyron,2016-12-31,1235
Stichill Kirk,2015-12-31,472
Stichill Kirk,2016-12-31,335
Supreme Command for Jihad and Liberation,2015-12-31,9849
Supreme Command for Jihad and Liberation,2016-12-31,7455
National Highway 31C (India),2015-12-31,1515
National Highway 31C (India),2016-12-31,1134
BAP Arica (SS-36),2015-12-31,1225
BAP Arica (SS-36),2016-12-31,883
Dick Campbell (producer),2015-12-31,1203
Dick Campbell (producer),2016-12-31,1091
Qeshlaq-e Sialeh,2015-12-31,363
Qeshlaq-e Sialeh,2016-12-31,241
Annubar,2015-12-31,9022
Annubar,2016-12-31,7064
Ariadne (crater),2015-12-31,736
Ariadne (crater),2016-12-31,913
Mick Cain (rugby union),2015-12-31,499
Mick Cain (rugby union),2016-12-31,330
Walker-Ewing Log House,2015-12-31,638
Walker-Ewing Log House,2016-12-31,525
Antonijo Pranjič,2015-12-31,377
Antonijo Pranjič,2016-12-31,233
Brătila River (Tazlău),2015-12-31,337
Brătila River (Tazlău),2016-12-31,200
Last One Home,2015-12-31,499
Last One Home,2016-12-31,453
1996 CA-TennisTrophy – Singles,2015-12-31,600
1996 CA-TennisTrophy – Singles,2016-12-31,399
Joanna Aizenberg,2015-12-31,1378
Joanna Aizenberg,2016-12-31,1569
Count Franz von Limburg Stirum,2015-12-31,533
Count Franz von Limburg Stirum,2016-12-31,412
F 5 Ljungbyhed,2015-12-31,636
F 5 Ljungbyhed,2016-12-31,533
"Metsanurga, Lääne-Viru County",2015-12-31,371
"Metsanurga, Lääne-Viru County",2016-12-31,277
Teimana Harrison,2015-12-31,3932
Teimana Harrison,2016-12-31,15891
Past Reason Hated,2015-12-31,1360
Past Reason Hated,2016-12-31,1042
Richard Stone (fencer),2015-12-31,381
Richard Stone (fencer),2016-12-31,287
Inclined Plane Bridge,2015-12-31,1117
Inclined Plane Bridge,2016-12-31,976
The Thin Man (TV series),2015-12-31,6025
The Thin Man (TV series),2016-12-31,18322
London Residuary Body,2015-12-31,1249
London Residuary Body,2016-12-31,1208
"Milo, Kenya",2015-12-31,430
"Milo, Kenya",2016-12-31,274
Moner Majhe Tumi,2015-12-31,10575
Moner Majhe Tumi,2016-12-31,7800
Rufous-browed wren,2015-12-31,525
Rufous-browed wren,2016-12-31,533
Pethia melanomaculata,2015-12-31,287
Pethia melanomaculata,2016-12-31,275
Vandavasi block,2015-12-31,552
Vandavasi block,2016-12-31,437
Giuseppe Mettica,2015-12-31,328
Giuseppe Mettica,2016-12-31,197
Sanay Min,2015-12-31,1745
Sanay Min,2016-12-31,1303
Odetta at Carnegie Hall,2015-12-31,1092
Odetta at Carnegie Hall,2016-12-31,876
Wholesale Club,2015-12-31,4867
Wholesale Club,2016-12-31,4206
Delta Lake State Park,2015-12-31,1810
Delta Lake State Park,2016-12-31,1449
1993 FIVB Volleyball World League,2015-12-31,1131
1993 FIVB Volleyball World League,2016-12-31,651
2004 J&S Cup – Singles,2015-12-31,319
2004 J&S Cup – Singles,2016-12-31,238
Major Lance,2015-12-31,12159
Major Lance,2016-12-31,10829
Londer Tsaava,2015-12-31,618
Londer Tsaava,2016-12-31,570
Uniformity policy,2015-12-31,1405
Uniformity policy,2016-12-31,900
Patrick Cummins (politician),2015-12-31,768
Patrick Cummins (politician),2016-12-31,576
Richard Carlyle,2015-12-31,1593
Richard Carlyle,2016-12-31,1933
Meyler de Bermingham,2015-12-31,1065
Meyler de Bermingham,2016-12-31,895
Nyanturago,2015-12-31,336
Nyanturago,2016-12-31,220
De Wervelwind,2015-12-31,453
De Wervelwind,2016-12-31,328
Rhynchoferella kuehnei,2015-12-31,180
Rhynchoferella kuehnei,2016-12-31,107
Ran Vijay Singh,2015-12-31,612
Ran Vijay Singh,2016-12-31,579
Girve Fretz,2015-12-31,504
Girve Fretz,2016-12-31,438
"Lahinja, Semič",2015-12-31,425
"Lahinja, Semič",2016-12-31,371
Hydrelia percandidata,2015-12-31,192
Hydrelia percandidata,2016-12-31,183
Torricella Sicura,2015-12-31,990
Torricella Sicura,2016-12-31,856
Georgetown College,2015-12-31,10862
Georgetown College,2016-12-31,10723
Karen Dunne,2015-12-31,672
Karen Dunne,2016-12-31,521
Dixie Library Building,2015-12-31,419
Dixie Library Building,2016-12-31,346
"Acalmani (Ayutla de los Libres), Guerrero",2015-12-31,316
"Acalmani (Ayutla de los Libres), Guerrero",2016-12-31,255
Tim Tam,2015-12-31,210337
Tim Tam,2016-12-31,102013
Kenny Noyes,2015-12-31,10454
Kenny Noyes,2016-12-31,1856
Longfin crevalle jack,2015-12-31,924
Longfin crevalle jack,2016-12-31,821
Julian Matthews,2015-12-31,791
Julian Matthews,2016-12-31,1477
Anucha Munjarern,2015-12-31,1023
Anucha Munjarern,2016-12-31,1351
Ja'far Kavian,2015-12-31,325
Ja'far Kavian,2016-12-31,329
2014 Northwest Territories fires,2015-12-31,1145
2014 Northwest Territories fires,2016-12-31,637
Nuruddin Farah,2015-12-31,14659
Nuruddin Farah,2016-12-31,12427
Humayun Khan,2015-12-31,2332
Humayun Khan,2016-12-31,1913
Tintin and the Temple of the Sun,2015-12-31,5769
Tintin and the Temple of the Sun,2016-12-31,5202
"Altımermer, Istanbul",2015-12-31,470
"Altımermer, Istanbul",2016-12-31,398
The Bachelor's Club,2015-12-31,492
The Bachelor's Club,2016-12-31,414
Gaspar van den Hoecke,2015-12-31,727
Gaspar van den Hoecke,2016-12-31,575
Răzvan Tincu,2015-12-31,676
Răzvan Tincu,2016-12-31,637
Abu al-Abbas al-Nabati,2015-12-31,1944
Abu al-Abbas al-Nabati,2016-12-31,1609
Lawrence Joel Veterans Memorial Coliseum,2015-12-31,9348
Lawrence Joel Veterans Memorial Coliseum,2016-12-31,8515
Cambodia at the 2008 Summer Paralympics,2015-12-31,583
Cambodia at the 2008 Summer Paralympics,2016-12-31,384
Olof Sundby,2015-12-31,759
Olof Sundby,2016-12-31,597
Polymerase chain reaction,2015-12-31,533571
Polymerase chain reaction,2016-12-31,491824
Nebtyemneferes,2015-12-31,594
Nebtyemneferes,2016-12-31,506
Bill Barber (musician),2015-12-31,2879
Bill Barber (musician),2016-12-31,2991
"Bobby Mitchell (footballer, born 1955)",2015-12-31,400
"Bobby Mitchell (footballer, born 1955)",2016-12-31,447
British Mirpuri,2015-12-31,10700
British Mirpuri,2016-12-31,10981
"Vitolo (footballer, born 1989)",2015-12-31,32432
"Vitolo (footballer, born 1989)",2016-12-31,43684
Douglas Watt (politician),2015-12-31,312
Douglas Watt (politician),2016-12-31,309
Alistair Crane,2015-12-31,8302
Alistair Crane,2016-12-31,6800
Princess Priscilla's Fortnight,2015-12-31,611
Princess Priscilla's Fortnight,2016-12-31,431
Auboué,2015-12-31,977
Auboué,2016-12-31,616
American Astronomical Society 215th meeting,2015-12-31,1072
American Astronomical Society 215th meeting,2016-12-31,887
Hemiandra,2015-12-31,760
Hemiandra,2016-12-31,528
172nd Infantry Brigade (United States),2015-12-31,15141
172nd Infantry Brigade (United States),2016-12-31,11741
Quiers,2015-12-31,937
Quiers,2016-12-31,837
HMS Barrosa (D68),2015-12-31,1293
HMS Barrosa (D68),2016-12-31,1072
The Walk (2001 film),2015-12-31,4448
The Walk (2001 film),2016-12-31,1822
Power nap,2015-12-31,97374
Power nap,2016-12-31,81073
1993–94 Mexican Primera División season,2015-12-31,1339
1993–94 Mexican Primera División season,2016-12-31,1151
Magnolia henryi,2015-12-31,510
Magnolia henryi,2016-12-31,620
The Baby on the Barge,2015-12-31,685
The Baby on the Barge,2016-12-31,491
Richard Tapper Cadbury,2015-12-31,2662
Richard Tapper Cadbury,2016-12-31,2323
